City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Varlamovo,RU,53.1897,48.4226,69.8,69,100,6.04,overcast clouds
461,Portland,US,45.5234,-122.6762,90.61,43,75,7.0,broken clouds
462,Broken Hill,AU,-31.95,141.4333,52.72,64,98,12.84,overcast clouds
463,Emerald,AU,-23.5333,148.1667,55.38,51,100,6.64,overcast clouds
464,Ware,GB,51.8126,-0.0283,69.62,70,100,3.44,overcast clouds
465,Roman,RO,46.9167,26.9167,50.0,85,41,2.84,scattered clouds
466,Pereslavl-Zalesskiy,RU,56.7393,38.8563,67.08,87,100,10.98,overcast clouds
467,Nara,JP,34.6851,135.8049,79.97,65,66,6.53,light rain
468,Anadyr,RU,64.75,177.4833,61.3,67,40,6.71,scattered clouds
469,Obregon,NI,11.9566,-85.9636,77.09,84,100,8.66,overcast clouds
470,Bonfim,BR,3.0833,-59.95,75.49,89,82,3.85,broken clouds
471,Lubao,PH,14.9167,120.55,85.71,68,69,3.98,broken clouds
472,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.2,44,5,3.49,clear sky
473,Muisne,EC,0.6,-80.0333,73.87,87,99,8.57,overcast clouds
474,Omsukchan,RU,62.5333,155.8,89.6,25,55,11.52,broken clouds
475,Kamariotissa,GR,40.4833,25.4667,72.59,58,0,17.02,clear sky
476,Lagos,NG,6.5833,3.75,75.52,93,100,4.47,light rain
477,Bambanglipuro,ID,-7.95,110.2833,83.75,71,47,11.34,scattered clouds
478,Sarandi,BR,-23.4436,-51.8739,69.35,60,0,12.66,clear sky
479,Okitipupa,NG,6.5047,4.7839,72.93,96,100,1.97,light rain
480,Urucui,BR,-7.2294,-44.5561,80.1,43,95,5.68,overcast clouds
481,Bayshore Gardens,US,27.4253,-82.5904,84.97,74,0,8.34,clear sky
482,Ukiah,US,39.1502,-123.2078,88.65,41,0,3.83,clear sky
483,Ternovka,RU,51.678,41.6375,65.41,89,49,6.51,scattered clouds
484,Kareli,IN,22.9167,79.0667,80.62,83,68,11.1,broken clouds
485,Yarmouth,US,41.7057,-70.2286,70.0,79,0,4.0,clear sky
486,Lakatoro,VU,-16.0999,167.4164,82.33,66,0,8.52,clear sky
487,Haapiti,PF,-17.5667,-149.8667,82.13,74,17,12.59,light rain
488,Daru,PG,-9.0763,143.2092,79.23,84,79,13.58,broken clouds
489,Baruun-Urt,MN,46.6806,113.2792,70.63,61,98,3.29,overcast clouds
490,Grindavik,IS,63.8424,-22.4338,53.55,93,0,8.05,clear sky
491,Massakory,TD,12.996,15.7293,85.89,46,35,7.96,scattered clouds
492,Greven,DE,52.0936,7.594,57.04,97,11,1.14,fog
493,Prince Rupert,CA,54.3161,-130.3201,59.09,67,40,6.91,scattered clouds
494,San Pedro,PH,14.35,121.0167,87.35,80,75,1.14,moderate rain
495,Lakes Entrance,AU,-37.8811,147.981,56.16,61,100,7.23,overcast clouds
496,Kathmandu,NP,27.7167,85.3167,77.22,78,75,4.61,broken clouds
497,Mitu,CO,1.1983,-70.1733,70.83,99,99,0.96,overcast clouds
498,Siloam Springs,US,36.1881,-94.5405,84.69,70,0,3.27,clear sky
499,Medea,DZ,36.2642,2.7539,73.2,32,0,8.12,clear sky
500,Banda Aceh,ID,5.5577,95.3222,83.59,66,100,8.75,light rain
501,Souillac,MU,-20.5167,57.5167,70.18,73,40,16.11,scattered clouds
502,Sungaipenuh,ID,-2.0833,101.3833,75.33,70,100,2.98,overcast clouds
503,Ferme-Neuve,CA,46.7001,-75.4493,68.13,68,100,8.63,overcast clouds
504,Visby,SE,57.6409,18.296,61.02,82,63,8.05,broken clouds
505,Tuatapere,NZ,-46.1333,167.6833,46.06,78,100,12.71,light rain
506,Kissidougou,GN,9.1848,-10.0999,69.28,97,100,5.88,overcast clouds
507,Zeerust,ZA,-25.5369,26.0751,47.97,32,0,3.89,clear sky
508,Borogontsy,RU,62.6683,131.1683,74.12,56,82,0.47,broken clouds
509,Mandalgovi,MN,45.7625,106.2708,62.33,47,37,17.69,scattered clouds
510,Bengkulu,ID,-3.8004,102.2655,82.29,69,61,1.77,broken clouds
511,Lokeren,BE,51.1154,3.963,63.03,84,94,5.73,overcast clouds
512,Kulhudhuffushi,MV,6.6221,73.07,81.34,78,100,8.55,overcast clouds
513,Rorvik,NO,64.8621,11.2373,54.79,85,17,11.23,few clouds
514,Grand Gaube,MU,-20.0064,57.6608,71.38,66,2,10.0,clear sky
515,Buy,RU,58.4786,41.53,68.63,81,0,8.9,clear sky
516,Copiapo,CL,-27.3667,-70.3333,49.69,46,0,2.8,clear sky
517,Kendari,ID,-3.945,122.4989,75.36,93,100,1.01,light rain
518,Walvis Bay,NA,-22.9575,14.5053,54.09,84,0,5.26,clear sky
519,Solnechnyy,RU,50.7214,136.6319,68.07,82,100,3.33,light rain
520,Hoquiam,US,46.9809,-123.8893,72.28,81,17,9.55,few clouds
521,Nouadhibou,MR,20.931,-17.0347,69.78,94,75,11.5,broken clouds
522,Desaguadero,PE,-16.5656,-69.0417,40.95,28,52,7.16,broken clouds
523,Yarada,IN,17.65,83.2667,79.12,89,100,13.8,drizzle
524,Oranjemund,NA,-28.55,16.4333,51.58,83,1,8.86,clear sky
525,Pangai,TO,-19.8,-174.35,80.71,78,40,17.27,scattered clouds
526,Port Blair,IN,11.6667,92.75,81.93,82,100,22.95,overcast clouds
527,Victor Harbor,AU,-35.5667,138.6167,57.99,70,33,15.1,light rain
528,Oktyabrskoye,RU,43.0645,44.7417,66.34,94,100,2.24,overcast clouds
529,Ialibu,PG,-6.2821,143.9935,65.16,85,45,3.65,moderate rain
530,Tamiahua,MX,21.2667,-97.45,82.35,84,100,12.26,overcast clouds
531,Fort Abbas,PK,29.1925,72.8536,94.35,51,15,2.19,few clouds
532,Panama City,PA,8.9936,-79.5197,81.18,85,40,3.44,scattered clouds
533,Los Algarrobos,PA,8.5,-82.4333,73.81,100,75,3.44,broken clouds
534,Sambava,MG,-14.2667,50.1667,70.11,86,77,9.44,light rain
535,Coquimbo,CL,-29.9533,-71.3436,53.33,82,0,5.75,clear sky
536,La Asuncion,VE,11.0333,-63.8628,82.13,89,69,13.8,broken clouds
537,Folldal,NO,62.1325,9.9968,50.18,86,9,6.87,clear sky
538,Sistranda,NO,63.7256,8.834,57.16,88,16,13.4,few clouds
539,Baoro,CF,5.6667,15.9667,66.38,98,100,2.44,overcast clouds
540,Kandrian,PG,-6.2167,149.55,85.46,69,46,11.74,light rain
541,Aleksandrov Gay,RU,50.147,48.5704,84.25,28,95,9.48,overcast clouds
542,Isoka,ZM,-10.1606,32.6335,50.04,92,4,0.49,clear sky
543,Malmesbury,ZA,-33.4608,18.7271,50.77,79,80,2.66,broken clouds
544,Baykit,RU,61.67,96.37,62.82,43,97,3.98,overcast clouds
545,Jacareacanga,BR,-6.2222,-57.7528,75.69,59,40,1.99,scattered clouds
546,Buala,SB,-8.145,159.5921,85.5,65,13,7.05,few clouds
547,Tezu,IN,27.9167,96.1667,89.53,65,99,2.73,overcast clouds
548,Matata,NZ,-37.8833,176.75,62.85,94,98,12.01,light rain
549,Aasiaat,GL,68.7098,-52.8699,35.8,90,79,4.29,broken clouds
550,Jaena,PH,11.4167,122.4,80.29,88,98,2.15,overcast clouds
551,Praia,CV,14.9215,-23.5087,75.74,78,75,10.36,broken clouds
552,Oktyabrskiy,RU,54.4815,53.471,72.1,76,1,2.64,clear sky
553,Manutuke,NZ,-38.6833,177.9167,61.61,95,100,13.31,light rain
554,Chabahar,IR,25.2919,60.643,84.02,83,100,4.09,overcast clouds
555,Labytnangi,RU,66.6572,66.4183,57.7,44,89,4.36,overcast clouds
556,Bud,US,39.447,-86.1758,79.92,77,11,7.45,few clouds
557,Coronado,US,32.6859,-117.1831,75.24,82,75,8.05,broken clouds
558,Chimore,BO,-16.9833,-65.1333,79.32,58,100,1.14,overcast clouds
559,Kirakira,SB,-10.4544,161.9205,85.03,67,5,7.02,clear sky
560,Rio Gallegos,AR,-51.6226,-69.2181,33.85,75,40,8.05,scattered clouds
561,Itoman,JP,26.1247,127.6694,87.82,74,75,5.75,broken clouds
562,Rockport,US,28.0206,-97.0544,86.05,72,0,10.36,clear sky
563,Slavuta,UA,50.3016,26.8651,48.74,89,43,10.96,scattered clouds
564,Nantucket,US,41.2835,-70.0995,70.0,85,0,18.63,clear sky
565,Mopipi,BW,-21.1833,24.8833,55.13,50,3,6.15,clear sky
566,Iralaya,HN,15.0,-83.2333,80.38,87,100,11.23,overcast clouds
567,Cotonou,BJ,6.3654,2.4183,78.78,83,20,12.66,few clouds
568,Moscow,RU,55.7522,37.6156,70.32,76,100,16.93,overcast clouds
569,Shakiso,ET,5.75,38.9167,55.87,96,100,1.54,overcast clouds
570,Nago,JP,26.5881,127.9761,87.46,72,99,5.84,overcast clouds
571,Gualaco,HN,15.05,-86.05,68.86,97,100,1.43,overcast clouds
572,Vieste,IT,41.8825,16.175,73.56,53,8,7.02,clear sky
573,Sangueya,GN,10.7,-14.3667,74.5,96,100,3.33,overcast clouds
574,Siguiri,GN,11.6667,-9.5,71.69,93,100,2.55,light rain
575,Tingo Maria,PE,-9.2895,-76.0088,68.25,91,11,2.62,few clouds
576,Aripuana,BR,-9.1667,-60.6333,78.46,53,82,1.1,broken clouds
577,Isla Mujeres,MX,21.2311,-86.731,82.17,77,71,11.03,broken clouds
578,Dauriya,RU,49.9333,116.8667,67.14,73,100,0.72,overcast clouds
579,Porto Santo,PT,33.072,-16.3415,68.38,64,75,16.11,broken clouds
580,Nagar Karnul,IN,16.4821,78.3247,70.56,93,100,20.47,moderate rain
581,Maldonado,UY,-34.6667,-54.9167,47.23,80,100,16.02,overcast clouds
582,Augusto Correa,BR,-1.0217,-46.635,72.97,97,14,3.38,few clouds
583,Deer Lake,CA,49.1667,-57.4316,57.47,89,99,2.01,overcast clouds
584,Anajatuba,BR,-3.2644,-44.6197,75.45,87,83,3.85,broken clouds
585,East Wenatchee Bench,US,47.4257,-120.2812,88.9,33,8,3.38,clear sky
586,Canutama,BR,-6.5339,-64.3831,78.94,71,92,1.07,overcast clouds
587,Hofn,IS,64.2539,-15.2082,52.77,82,100,12.84,overcast clouds
588,Irasan,PH,8.526,123.206,86.49,63,70,6.38,broken clouds
589,Palmeira Das Missoes,BR,-27.8994,-53.3136,50.77,95,100,13.27,overcast clouds
590,Batak,BG,41.95,24.2167,44.55,67,0,3.67,clear sky
591,Honiara,SB,-9.4333,159.95,87.21,61,2,6.76,clear sky
592,Hobyo,SO,5.3505,48.5268,76.05,79,82,17.02,broken clouds
593,Shakawe,BW,-18.3667,21.85,51.06,59,2,3.56,clear sky
594,Komsomolskiy,UZ,40.4272,71.7189,81.32,28,13,2.3,few clouds
595,Avera,US,33.194,-82.5271,75.25,75,100,3.38,overcast clouds
596,Velykoploske,UA,47.0125,29.6717,53.26,75,9,5.86,clear sky
597,Touros,BR,-5.1989,-35.4608,73.76,92,35,9.6,scattered clouds
598,Ormara,PK,25.2088,64.6357,82.65,87,99,16.24,overcast clouds
599,Paamiut,GL,61.994,-49.6678,39.09,94,56,11.5,broken clouds
600,Sola,VU,-13.8833,167.55,80.35,77,17,14.79,few clouds
601,Caravelas,BR,-17.7125,-39.2481,69.8,92,17,5.12,few clouds
602,Vegreville,CA,53.5001,-112.0518,64.99,81,0,6.93,clear sky
603,Deputatskiy,RU,69.3,139.9,68.61,55,84,18.81,light rain
604,Greenwood,US,34.1668,-82.1165,76.28,40,100,2.48,overcast clouds
605,Sisimiut,GL,66.9395,-53.6735,40.15,87,92,2.86,overcast clouds
606,Wukari,NG,7.85,9.7833,72.68,90,93,7.25,overcast clouds
607,Paracuru,BR,-3.41,-39.0306,77.11,81,22,11.88,few clouds
608,Blahodatne,UA,50.6637,24.2492,48.33,94,83,10.58,broken clouds
609,Igrim,RU,63.1906,64.4162,71.8,47,54,4.92,broken clouds
610,Kungurtug,RU,50.5994,97.5228,68.38,38,51,3.89,broken clouds
611,Sicamous,CA,50.8331,-118.9856,80.19,57,0,2.19,clear sky
612,Faya,SA,18.3851,42.4509,66.7,49,100,4.7,overcast clouds
613,Zhaoqing,CN,23.0512,112.4597,88.83,61,24,4.21,few clouds
614,Batagay-Alyta,RU,67.8006,130.4114,67.21,49,100,15.35,overcast clouds
615,Soe,ID,-9.8607,124.284,71.38,61,98,7.05,overcast clouds
616,Benjamin Constant,BR,-4.3831,-70.0311,74.75,91,99,2.24,overcast clouds
617,Ariyalur,IN,11.1333,79.0833,82.42,61,100,14.72,overcast clouds
618,Rocha,UY,-34.4833,-54.3333,46.54,84,100,15.68,overcast clouds
619,Gainesville,US,29.6516,-82.3248,77.11,87,99,3.96,overcast clouds
620,Amahai,ID,-3.3333,128.9167,76.12,90,100,5.03,overcast clouds
621,Naze,JP,28.3667,129.4833,83.48,74,77,8.03,broken clouds
622,Vanderhoof,CA,54.0166,-124.0198,65.77,51,99,10.18,overcast clouds
623,Antofagasta,CL,-23.65,-70.4,59.34,65,20,9.06,few clouds
624,Lanja,IN,16.85,73.55,73.62,95,100,6.58,light rain
625,Hattiesburg,US,31.3271,-89.2903,79.65,95,42,4.0,scattered clouds
626,Warrnambool,AU,-38.3833,142.4833,51.82,63,96,5.01,overcast clouds
627,Olinda,BR,-8.0089,-34.8553,74.93,88,20,5.75,few clouds
628,Tiznit,MA,29.5833,-9.5,75.4,39,88,1.77,overcast clouds
629,Sakhon Nakhon,TH,17.1612,104.1472,82.49,80,84,3.18,broken clouds
630,Pacific Grove,US,36.6177,-121.9166,64.51,89,100,4.61,overcast clouds
631,Lyngseidet,NO,69.5763,20.2189,53.6,81,48,1.77,scattered clouds
632,Usinsk,RU,65.9939,57.5281,70.77,48,98,9.42,overcast clouds
633,Bima,ID,-8.4667,118.7167,86.2,60,71,6.64,broken clouds
634,Wakefield,GB,53.6809,-1.499,72.63,66,100,6.6,overcast clouds
635,Aldan,RU,58.6031,125.3894,66.63,69,92,4.72,light rain
636,Vila,PT,42.0304,-8.1588,65.28,81,4,5.88,clear sky
637,Pierre,US,44.3683,-100.351,73.85,59,1,5.99,clear sky
638,Cabedelo,BR,-6.9811,-34.8339,75.42,85,12,10.67,few clouds
639,Eresos,GR,39.1667,25.9333,62.89,71,0,11.56,clear sky
640,Riyadh,SA,24.6877,46.7219,87.31,13,100,13.65,overcast clouds
641,Kargasok,RU,59.0556,80.8572,65.8,56,3,13.09,clear sky
642,Eten,PE,-6.9081,-79.8642,61.57,86,11,9.78,few clouds
643,Ivanava,BY,52.1451,25.5365,52.3,92,100,12.21,overcast clouds
644,Port Lincoln,AU,-34.7333,135.8667,58.19,64,32,17.07,scattered clouds
645,Vokhtoga,RU,58.8147,41.0461,65.97,92,3,6.91,light rain
646,Lagunas,PE,-5.2269,-75.6753,74.23,90,38,2.93,scattered clouds
647,Kupang,ID,-10.1667,123.5833,81.28,53,76,16.06,broken clouds
648,Gold Coast,AU,-28.0,153.4333,66.27,59,75,9.22,broken clouds
649,Severo-Yeniseyskiy,RU,60.3725,93.0408,57.11,53,100,2.04,overcast clouds
650,Ligayan,PH,4.6533,119.4706,83.86,74,62,13.24,broken clouds
651,Maniwaki,CA,46.3834,-75.966,65.41,84,100,7.18,overcast clouds
652,Asfi,MA,32.2994,-9.2372,69.24,92,69,7.09,broken clouds
653,Lang Suan,TH,9.9456,99.0785,77.45,89,100,16.53,overcast clouds
654,Nioro,GM,13.35,-15.75,77.83,86,78,6.35,light rain
655,Nova Prata,BR,-28.7839,-51.61,62.28,98,100,5.23,moderate rain
656,Bakchar,RU,57.0186,82.0711,69.46,57,72,6.73,broken clouds
657,Libreville,GA,0.3925,9.4537,71.78,80,95,5.84,overcast clouds
658,Ratnagiri,IN,16.9833,73.3,77.77,88,100,12.24,light rain
659,Salalah,OM,17.0151,54.0924,76.24,95,100,11.36,light rain
660,Margate,GB,51.3813,1.3862,66.31,86,100,1.99,overcast clouds
661,Kanye,BW,-24.9667,25.3327,46.09,30,0,4.36,clear sky
662,Kokopo,PG,-4.352,152.2633,86.47,61,64,12.91,broken clouds
663,Dunedin,NZ,-45.8742,170.5036,47.8,88,100,21.0,overcast clouds
664,Pa Sang,TH,18.5262,98.9394,86.34,57,77,0.92,broken clouds
665,Kota Kinabalu,MY,5.9749,116.0724,82.38,78,20,2.3,few clouds
666,Dakar,SN,14.6937,-17.4441,77.88,84,12,6.98,few clouds
667,Koson,UZ,39.0375,65.585,75.52,24,0,15.61,clear sky
668,Katherine,AU,-14.4667,132.2667,75.52,19,39,12.66,scattered clouds
669,Murud,IN,18.3258,72.965,76.91,91,100,14.16,overcast clouds
670,San Quintin,MX,30.4833,-115.95,65.82,85,39,12.86,scattered clouds
671,Havelock,US,34.8791,-76.9013,78.75,94,99,2.8,overcast clouds
672,Okha,RU,53.5739,142.9478,66.0,72,4,17.87,clear sky
673,Gimli,CA,50.6336,-96.9907,65.23,82,1,12.1,clear sky
674,Atbasar,KZ,51.8,68.3333,74.08,67,8,14.54,clear sky
675,Eirunepe,BR,-6.6603,-69.8736,73.13,89,29,2.39,scattered clouds
676,Dalianwan,CN,39.0286,121.695,75.24,88,75,11.18,light intensity shower rain
677,Axim,GH,4.8699,-2.2405,75.49,83,100,10.45,overcast clouds
678,Shihezi,CN,44.3,86.0333,81.77,29,100,17.36,overcast clouds
679,Pauini,BR,-7.7136,-66.9764,75.7,77,100,2.1,overcast clouds
680,Bom Jesus Do Galho,BR,-19.8289,-42.3161,61.16,85,48,3.47,scattered clouds
681,Valparaiso,CL,-33.0393,-71.6273,51.48,80,0,7.45,clear sky
682,Salaga,GH,8.5508,-0.5188,71.98,96,99,6.4,overcast clouds
683,Sokoto,NG,13.0609,5.239,82.36,64,49,10.42,scattered clouds
684,Ewa Beach,US,21.3156,-158.0072,81.99,60,85,18.99,overcast clouds
685,Mutsu,JP,41.2894,141.2169,75.56,82,100,13.56,light rain
686,Wegrow,PL,52.3995,22.0163,51.91,99,84,10.25,broken clouds
687,Pitkyaranta,RU,61.5734,31.4792,61.61,97,77,3.62,broken clouds
688,Fangshan,CN,39.6983,115.9925,72.09,84,100,5.73,overcast clouds
689,Mahon,ES,39.8885,4.2658,73.96,88,0,3.44,clear sky
690,Tuma,RU,55.148,40.5537,67.19,78,100,11.45,overcast clouds
